,FRP_ipsi,FRP_contra,MOp_ipsi,MOp_contra,MOs_ipsi,MOs_contra,SSp-n_ipsi,SSp-n_contra,SSp-bfd_ipsi,SSp-bfd_contra,SSp-ll_ipsi,SSp-ll_contra,SSp-m_ipsi,SSp-m_contra,SSp-ul_ipsi,SSp-ul_contra,SSp-tr_ipsi,SSp-tr_contra,SSp-un_ipsi,SSp-un_contra,SSs_ipsi,SSs_contra,GU_ipsi,GU_contra,VISC_ipsi,VISC_contra,AUDd_ipsi,AUDd_contra,AUDp_ipsi,AUDp_contra,AUDpo_ipsi,AUDpo_contra,AUDv_ipsi,AUDv_contra,VISal_ipsi,VISal_contra,VISam_ipsi,VISam_contra,VISl_ipsi,VISl_contra,VISp_ipsi,VISp_contra,VISpl_ipsi,VISpl_contra,VISpm_ipsi,VISpm_contra,ACAd_ipsi,ACAd_contra,ACAv_ipsi,ACAv_contra,PL_ipsi,PL_contra,ILA_ipsi,ILA_contra,ORBl_ipsi,ORBl_contra,ORBm_ipsi,ORBm_contra,ORBvl_ipsi,ORBvl_contra,AId_ipsi,AId_contra,AIp_ipsi,AIp_contra,AIv_ipsi,AIv_contra,RSPagl_ipsi,RSPagl_contra,RSPd_ipsi,RSPd_contra,RSPv_ipsi,RSPv_contra,PTLp_ipsi,PTLp_contra,TEa_ipsi,TEa_contra,PERI_ipsi,PERI_contra,ECT_ipsi,ECT_contra,MOB_ipsi,MOB_contra,AOB_ipsi,AOB_contra,AON_ipsi,AON_contra,TT_ipsi,TT_contra,DP_ipsi,DP_contra,PIR_ipsi,PIR_contra,NLOT_ipsi,NLOT_contra,COAa_ipsi,COAa_contra,COAp_ipsi,COAp_contra,PAA_ipsi,PAA_contra,TR_ipsi,TR_contra,CA1_ipsi,CA1_contra,CA2_ipsi,CA2_contra,CA3_ipsi,CA3_contra,DG_ipsi,DG_contra,FC_ipsi,FC_contra,IG_ipsi,IG_contra,ENTl_ipsi,ENTl_contra,ENTm_ipsi,ENTm_contra,ENTmv_ipsi,ENTmv_contra,PAR_ipsi,PAR_contra,POST_ipsi,POST_contra,PRE_ipsi,PRE_contra,SUBd_ipsi,SUBd_contra,SUBv_ipsi,SUBv_contra,CLA_ipsi,CLA_contra,EPd_ipsi,EPd_contra,EPv_ipsi,EPv_contra,LA_ipsi,LA_contra,BLA_ipsi,BLA_contra,BMA_ipsi,BMA_contra,PA_ipsi,PA_contra,CP_ipsi,CP_contra,ACB_ipsi,ACB_contra,FS_ipsi,FS_contra,OT_ipsi,OT_contra,LSc_contra,LSc_ipsi,LSr_contra,LSr_ipsi,LSv_ipsi,LSv_contra,SF_ipsi,SF_contra,SH_ipsi,SH_contra,AAA_ipsi,AAA_contra,BA_ipsi,BA_contra,CEA_ipsi,CEA_contra,IA_ipsi,IA_contra,MEA_ipsi,MEA_contra,GPe_ipsi,GPe_contra,GPi_ipsi,GPi_contra,SI_ipsi,SI_contra,MA_ipsi,MA_contra,MS_ipsi,MS_contra,NDB_ipsi,NDB_contra,TRS_contra,TRS_ipsi,BST_ipsi,BST_contra,BAC_ipsi,BAC_contra,VAL_ipsi,VAL_contra,VM_ipsi,VM_contra,VPL_contra,VPL_ipsi,VPLpc_contra,VPLpc_ipsi,VPM_contra,VPM_ipsi,VPMpc_ipsi,VPMpc_contra,SPFm_contra,SPFm_ipsi,SPFp_ipsi,SPFp_contra,SPA_ipsi,SPA_contra,PP_ipsi,PP_contra,MGd_contra,MGd_ipsi,MGv_contra,MGv_ipsi,MGm_ipsi,MGm_contra,LGd_ipsi,LGd_contra,LP_contra,LP_ipsi,PO_ipsi,PO_contra,POL_contra,POL_ipsi,SGN_ipsi,SGN_contra,AV_ipsi,AV_contra,AMd_contra,AMd_ipsi,AMv_contra,AMv_ipsi,AD_contra,AD_ipsi,IAM_ipsi,IAM_contra,IAD_ipsi,IAD_contra,LD_ipsi,LD_contra,IMD_contra,IMD_ipsi,MD_contra,MD_ipsi,SMT_ipsi,SMT_contra,PR_contra,PR_ipsi,PVT_contra,PVT_ipsi,PT_contra,PT_ipsi,RE_ipsi,RE_contra,RH_contra,RH_ipsi,CM_contra,CM_ipsi,PCN_contra,PCN_ipsi,CL_ipsi,CL_contra,PF_contra,PF_ipsi,RT_contra,RT_ipsi,IGL_contra,IGL_ipsi,LGv_contra,LGv_ipsi,SubG_ipsi,SubG_contra,MH_ipsi,MH_contra,LH_contra,LH_ipsi,SO_contra,SO_ipsi,ASO_ipsi,ASO_contra,PVH_ipsi,PVH_contra,PVa_ipsi,PVa_contra,PVi_contra,PVi_ipsi,ARH_ipsi,ARH_contra,ADP_ipsi,ADP_contra,AVP_ipsi,AVP_contra,AVPV_contra,AVPV_ipsi,DMH_contra,DMH_ipsi,MEPO_contra,MEPO_ipsi,MPO_contra,MPO_ipsi,OV_ipsi,OV_contra,PD_ipsi,PD_contra,PS_contra,PS_ipsi,PVp_contra,PVp_ipsi,PVpo_contra,PVpo_ipsi,SBPV_ipsi,SBPV_contra,SCH_contra,SCH_ipsi,SFO_contra,SFO_ipsi,VLPO_ipsi,VLPO_contra,AHN_contra,AHN_ipsi,LM_contra,LM_ipsi,MM_ipsi,MM_contra,SUM_contra,SUM_ipsi,TMd_contra,TMd_ipsi,TMv_ipsi,TMv_contra,MPN_ipsi,MPN_contra,PMd_ipsi,PMd_contra,PMv_ipsi,PMv_contra,PVHd_ipsi,PVHd_contra,VMH_ipsi,VMH_contra,PH_ipsi,PH_contra,LHA_ipsi,LHA_contra,LPO_ipsi,LPO_contra,PST_contra,PST_ipsi,PSTN_ipsi,PSTN_contra,RCH_contra,RCH_ipsi,STN_contra,STN_ipsi,TU_contra,TU_ipsi,ZI_contra,ZI_ipsi,SCs_ipsi,SCs_contra,ICc_contra,ICc_ipsi,ICd_ipsi,ICd_contra,ICe_contra,ICe_ipsi,NB_contra,NB_ipsi,SAG_ipsi,SAG_contra,PBG_ipsi,PBG_contra,MEV_ipsi,MEV_contra,SNr_contra,SNr_ipsi,VTA_ipsi,VTA_contra,RR_contra,RR_ipsi,MRN_ipsi,MRN_contra,SCm_ipsi,SCm_contra,PAG_ipsi,PAG_contra,APN_ipsi,APN_contra,MPT_ipsi,MPT_contra,NOT_ipsi,NOT_contra,NPC_ipsi,NPC_contra,OP_contra,OP_ipsi,PPT_contra,PPT_ipsi,CUN_contra,CUN_ipsi,RN_ipsi,RN_contra,III_ipsi,III_contra,EW_ipsi,EW_contra,IV_contra,IV_ipsi,VTN_ipsi,VTN_contra,AT_contra,AT_ipsi,LT_ipsi,LT_contra,SNc_ipsi,SNc_contra,PPN_contra,PPN_ipsi,IF_contra,IF_ipsi,IPN_contra,IPN_ipsi,RL_contra,RL_ipsi,CLI_ipsi,CLI_contra,DR_ipsi,DR_contra,NLL_ipsi,NLL_contra,PSV_ipsi,PSV_contra,PB_ipsi,PB_contra,SOC_contra,SOC_ipsi,B_contra,B_ipsi,DTN_contra,DTN_ipsi,PCG_contra,PCG_ipsi,PG_ipsi,PG_contra,PRNc_ipsi,PRNc_contra,SG_contra,SG_ipsi,SUT_contra,SUT_ipsi,TRN_contra,TRN_ipsi,V_ipsi,V_contra,CS_ipsi,CS_contra,LC_contra,LC_ipsi,LDT_ipsi,LDT_contra,NI_contra,NI_ipsi,PRNr_contra,PRNr_ipsi,RPO_ipsi,RPO_contra,SLC_ipsi,SLC_contra,SLD_ipsi,SLD_contra,AP_contra,AP_ipsi,DCO_ipsi,DCO_contra,VCO_contra,VCO_ipsi,CU_contra,CU_ipsi,GR_contra,GR_ipsi,ECU_contra,ECU_ipsi,NTB_ipsi,NTB_contra,NTS_ipsi,NTS_contra,SPVC_ipsi,SPVC_contra,SPVI_contra,SPVI_ipsi,SPVO_contra,SPVO_ipsi,VI_contra,VI_ipsi,VII_contra,VII_ipsi,ACVII_ipsi,ACVII_contra,AMB_ipsi,AMB_contra,DMX_ipsi,DMX_contra,GRN_contra,GRN_ipsi,ICB_contra,ICB_ipsi,IO_ipsi,IO_contra,IRN_contra,IRN_ipsi,ISN_contra,ISN_ipsi,LIN_ipsi,LIN_contra,LRN_contra,LRN_ipsi,MARN_ipsi,MARN_contra,MDRNd_contra,MDRNd_ipsi,MDRNv_ipsi,MDRNv_contra,PARN_ipsi,PARN_contra,PAS_ipsi,PAS_contra,PGRNd_ipsi,PGRNd_contra,PGRNl_ipsi,PGRNl_contra,NR_contra,NR_ipsi,PRP_ipsi,PRP_contra,PPY_ipsi,PPY_contra,LAV_ipsi,LAV_contra,MV_ipsi,MV_contra,SPIV_ipsi,SPIV_contra,SUV_ipsi,SUV_contra,x_ipsi,x_contra,XII_ipsi,XII_contra,y_ipsi,y_contra,RM_ipsi,RM_contra,RPA_ipsi,RPA_contra,RO_ipsi,RO_contra,LING_contra,LING_ipsi,CENT_ipsi,CENT_contra,CUL_ipsi,CUL_contra,DEC_ipsi,DEC_contra,FOTU_ipsi,FOTU_contra,PYR_ipsi,PYR_contra,UVU_ipsi,UVU_contra,NOD_ipsi,NOD_contra,SIM_ipsi,SIM_contra,AN_ipsi,AN_contra,PRM_ipsi,PRM_contra,COPY_ipsi,COPY_contra,PFL_ipsi,PFL_contra,FL_ipsi,FL_contra,FN_ipsi,FN_contra,IP_ipsi,IP_contra,DN_ipsi,DN_contra
FRP_ipsi,0,2175,2232.43141,3416.412592,1953.362486,2790.161286,3488.015195,5259.574603,4717.719258,6144.408027,3823.447397,4697.672296,2901.508228,4662.684313,3559.230956,4913.374604,4987.108381,5891.784534,2333.720206,4126.514873,4889.913087,6498.894137,3423.174696,5185.436337,4919.667164,6529.643941,6487.391618,7702.150674,6577.375997,7902.926673,7569.552497,8745.999085,6383.425804,7777.290659,6847.627326,7877.856625,6610.503007,7136.569554,7724.029065,8681.877677,7329.947135,8067.992315,7988.820313,8770.725455,7801.081656,8264.759525,2706.127307,2909.467305,3235.931087,3375.740659,1325.471614,1765.290344,1724.27521,2304.614935,1353.929466,2956.137683,1086.565691,1756.060933,1232.375754,2433.747111,2441.0551,4214.039036,5090.002456,6609.746591,3039.942434,4634.180079,7037.222463,7395.141986,6536.579763,6801.562321,6463.793391,6642.194667,6050.051653,6933.703916,7375.550827,8584.979616,6979.3893,8253.711286,7646.976527,8788.380112,2288.285384,3139.765119,831.0385069,2464.49792,2282.679347,3288.046533,2581.302966,2832.401808,2091.799465,2483.94847,5164.058481,6451.404886,5654.036169,6432.340165,5938.48676,6820.648796,6898.414673,7713.38123,6863.035043,7759.228377,7476.212276,8500.624977,6476.978462,7390.57677,5509.423745,6374.215638,6191.829294,7157.207905,6352.607732,7123.289268,5304.773793,5340.529,3075.508088,3171.257637,7947.99503,9057.524496,8125.615361,8938.190533,7654.614621,8473.856855,7671.130947,8398.623399,7354.972808,7920.937445,7442.487823,8137.029556,6490.425641,7071.774883,7597.038897,8511.793289,3590.003482,5151.334778,4434.030334,5799.568949,6112.333842,7210.23578,6105.78619,7257.323887,6196.067301,7251.422274,6110.339598,7040.640951,6687.908866,7453.10338,3481.468799,4721.096271,3503.391214,4240.651483,4634.180079,5634.93567,4574.726768,5296.343078,3500.892743,3149.305479,3141.357191,2802.900284,3527.392805,3872.741277,3623.275452,3848.863469,2675.11682,2765.072332,5157.215819,6036.451772,5639.259703,6334.084385,5432.138161,6435.54582,5745.106613,6726.115149,5889.450314,6664.739305,4372.642222,5391.718186,4942.734567,5826.341047,4479.676328,5172.583977,4976.256123,5656.41229,3436.749918,3507.224686,4355.456348,4639.57164,3707.677845,3565.634586,4038.022412,4538.859989,3935.416115,4222.040384,4759.529914,5243.329095,5201.321947,5510.954999,5861.633731,5049.319261,6071.706926,5572.028356,5812.540322,5131.885618,5567.652108,5857.953994,5785.002161,5695.00878,6157.566484,6694.867437,5667.175222,5691.111491,6678.369936,7326.748938,7075.883337,6410.635694,7212.142539,6494.083846,6393.062646,7013.602854,5719.975961,6490.377493,5962.539308,5392.703404,5327.170919,5838.503661,6855.836929,6306.395563,6397.704667,7002.321044,3978.457616,4510.127493,4582.916648,4244.113571,4801.106643,4417.72,4361.550756,3963.111152,4362.195548,4417.932209,4244.555336,4475.279321,4594.766044,5220.751862,5135.720495,5130.423959,4945.894762,4726.65315,5013.357159,5189.231639,5230.02151,5055.566239,4291.488669,4272.440754,4175.374235,4022.8255,4841.551921,4902.932796,4975.753712,4926.332307,5016.535159,4901.40286,5152.062694,4830.69612,4842.132795,5256.721887,5689.573798,5460.368577,5389.341333,4528.589736,6708.856087,5856.353388,6809.735678,5916.766431,6059.754533,6879.225974,4798.241866,4860.16975,5178.621921,4980.587315,5950.630219,5449.827979,5061.990715,5318.658195,4771.137181,4822.149417,5227.451578,5232.649902,5840.430207,5826.448318,6336.501401,6400.537087,4110.504835,4259.914905,4853.542521,5099.387218,4897.129261,4813.133075,5970.605078,5855.659655,4269.806787,4250.661713,4900.063775,4631.954231,4713.411716,4742.16459,4396.873889,4631.751828,4499.027673,4179.488605,6636.73489,6599.763253,4800.585902,4783.565616,5311.367526,5367.378317,5566.978534,5512.996009,4026.552496,4019.794771,5159.03334,5520.529866,5423.156369,5203.124062,6904.074884,6618.581797,6807.119435,6874.681811,6569.484379,6431.465618,6447.91633,6392.867119,6752.083012,7016.676564,4904.589687,5052.041666,6374.803919,6522.365368,6458.715042,6637.25282,5110.283749,5272.629799,5983.414577,6149.237758,6108.088899,6165.681228,5499.261314,5922.942681,4475.907729,4921.445418,6187.184335,5707.177499,6087.589835,6472.8761,5984.45904,5766.985781,6410.148204,5837.433083,6408.441698,6064.033311,6200.504012,5673.898572,7149.606633,7363.168476,8705.386264,8461.493662,8611.075717,8720.880116,8379.066177,7990.423956,7609.24602,7010.438645,7541.593001,8027.063598,7478.301946,8049.107093,8201.981468,8434.045589,7355.822524,6878.317381,6580.843411,6788.271135,7648.774412,7250.991312,6797.334036,7090.971372,6886.35426,7153.583018,7240.036257,7362.913825,5851.388724,6268.622257,5838.075453,5925.896557,6079.576466,6523.946275,5772.023042,6016.487763,5957.820491,5786.514495,6037.48706,5821.994933,8372.686248,8058.303171,6812.763756,7021.084318,7212.835781,7239.17295,6816.98247,6820.969506,7701.98838,7641.743911,8162.949834,8219.374976,8067.333822,7989.446164,6340.790566,7074.425772,6754.304183,7202.343369,8169.072775,7832.663978,6876.408947,6840.732782,7174.172426,7124.736837,6762.442236,6758.420674,7256.764086,7275.472493,7712.530389,7723.098471,7828.992592,8343.410574,8753.213696,9239.757843,8286.208421,8661.589057,9105.595807,8780.304664,8898.630513,8741.424369,8607.627432,8572.813132,8879.787441,8778.168943,7719.253526,7903.71748,8715.252435,8885.170229,9126.540966,9087.732115,8858.364691,8504.484111,8086.446995,7988.350894,8646.458813,9012.872738,7910.989192,7941.859039,8940.742419,8747.070938,8458.908026,8577.004139,8811.072579,8746.034816,8200.342981,7975.117554,8650,8671.973535,8513.041466,8755.498273,8469.762393,8663.35674,10898.56642,10891.08007,9529.19855,10064.79011,9829.674461,9198.131604,10923.08336,10755.02789,11217.31363,11107.71129,10758.74644,10490.05481,8796.625774,8928.535714,10430.03476,10582.70996,11258.13595,11617.06719,10803.00884,10410.8417,10108.69057,9699.67783,9173.807824,9093.438569,9916.306016,9624.123337,9323.525353,9545.417749,10694.06962,10952.79645,10886.40207,10938.72136,10244.69375,10151.38537,9936.359998,9622.207387,10948.4588,11039.95584,10554.29415,10333.01747,9609.533027,9307.725286,10443.5686,10667.64969,11501.03256,11254.91559,10047.07669,10135.9817,11353.57873,11104.19403,11248.69437,11385.6269,9979.917334,10246.06632,10801.79383,10924.4279,9788.800999,9852.474309,10578.84091,10835.3011,10273.20544,10233.43173,9706.859688,9748.781975,10142.11516,10267.33291,9334.780394,9618.796702,9471.17337,9633.405421,9876.360666,10134.50171,9085.771844,9412.060083,9673.320268,10050.99498,10819.10925,10856.73754,9478.165698,9874.335421,9404.154667,9407.045232,11024.09293,11031.48902,10993.77665,11001.19312,9504.505511,9455.752218,8919.711318,9055.833755,9534.77189,9796.364121,10478.72845,10646.038,10764.52507,10872.58594,10716.05105,10799.45022,10639.96006,10744.21356,9979.886021,10107.11383,9088.79805,9626.298614,10134.19336,10730.97153,10607.57395,11091.21274,10421.64215,10788.24592,9600.260413,10443.92766,8822.591739,9536.377719,9716.159221,9896.369284,9496.479611,9853.36237,9550.654428,10079.71354
FRP_contra,2175,0,3416.412592,2232.43141,2790.161286,1953.362486,5259.574603,3488.015195,6144.408027,4717.719258,4697.672296,3823.447397,4662.684313,2901.508228,4913.374604,3559.230956,5891.784534,4987.108381,4126.514873,2333.720206,6498.894137,4889.913087,5185.436337,3423.174696,6529.643941,4919.667164,7702.150674,6487.391618,7902.926673,6577.375997,8745.999085,7569.552497,7777.290659,6383.425804,7877.856625,6847.627326,7136.569554,6610.503007,8681.877677,7724.029065,8067.992315,7329.947135,8770.725455,7988.820313,8264.759525,7801.081656,2909.467305,2706.127307,3375.740659,3235.931087,1765.290344,1325.471614,2304.614935,1724.27521,2956.137683,1353.929466,1756.060933,1086.565691,2433.747111,1232.375754,4214.039036,2441.0551,6609.746591,5090.002456,4634.180079,3039.942434,7395.141986,7037.222463,6801.562321,6536.579763,6642.194667,6463.793391,6933.703916,6050.051653,8584.979616,7375.550827,8253.711286,6979.3893,8788.380112,7646.976527,3139.765119,2288.285384,2464.49792,831.0385069,3288.046533,2282.679347,2832.401808,2581.302966,2483.94847,2091.799465,6451.404886,5164.058481,6432.340165,5654.036169,6820.648796,5938.48676,7713.38123,6898.414673,7759.228377,6863.035043,8500.624977,7476.212276,7390.57677,6476.978462,6374.215638,5509.423745,7157.207905,6191.829294,7123.289268,6352.607732,5340.529,5304.773793,3171.257637,3075.508088,9057.524496,7947.99503,8938.190533,8125.615361,8473.856855,7654.614621,8398.623399,7671.130947,7920.937445,7354.972808,8137.029556,7442.487823,7071.774883,6490.425641,8511.793289,7597.038897,5151.334778,3590.003482,5799.568949,4434.030334,7210.23578,6112.333842,7257.323887,6105.78619,7251.422274,6196.067301,7040.640951,6110.339598,7453.10338,6687.908866,4721.096271,3481.468799,4240.651483,3503.391214,5634.93567,4634.180079,5296.343078,4574.726768,3149.305479,3500.892743,2802.900284,3141.357191,3872.741277,3527.392805,3848.863469,3623.275452,2765.072332,2675.11682,6036.451772,5157.215819,6334.084385,5639.259703,6435.54582,5432.138161,6726.115149,5745.106613,6664.739305,5889.450314,5391.718186,4372.642222,5826.341047,4942.734567,5172.583977,4479.676328,5656.41229,4976.256123,3507.224686,3436.749918,4639.57164,4355.456348,3565.634586,3707.677845,4538.859989,4038.022412,4222.040384,3935.416115,5243.329095,4759.529914,5510.954999,5201.321947,5049.319261,5861.633731,5572.028356,6071.706926,5131.885618,5812.540322,5857.953994,5567.652108,5695.00878,5785.002161,6694.867437,6157.566484,5691.111491,5667.175222,7326.748938,6678.369936,6410.635694,7075.883337,6494.083846,7212.142539,7013.602854,6393.062646,6490.377493,5719.975961,5392.703404,5962.539308,5838.503661,5327.170919,6306.395563,6855.836929,7002.321044,6397.704667,4510.127493,3978.457616,4244.113571,4582.916648,4417.72,4801.106643,3963.111152,4361.550756,4417.932209,4362.195548,4475.279321,4244.555336,5220.751862,4594.766044,5130.423959,5135.720495,4726.65315,4945.894762,5189.231639,5013.357159,5055.566239,5230.02151,4272.440754,4291.488669,4022.8255,4175.374235,4902.932796,4841.551921,4926.332307,4975.753712,4901.40286,5016.535159,4830.69612,5152.062694,5256.721887,4842.132795,5460.368577,5689.573798,4528.589736,5389.341333,5856.353388,6708.856087,5916.766431,6809.735678,6879.225974,6059.754533,4860.16975,4798.241866,4980.587315,5178.621921,5449.827979,5950.630219,5318.658195,5061.990715,4822.149417,4771.137181,5232.649902,5227.451578,5826.448318,5840.430207,6400.537087,6336.501401,4259.914905,4110.504835,5099.387218,4853.542521,4813.133075,4897.129261,5855.659655,5970.605078,4250.661713,4269.806787,4631.954231,4900.063775,4742.16459,4713.411716,4631.751828,4396.873889,4179.488605,4499.027673,6599.763253,6636.73489,4783.565616,4800.585902,5367.378317,5311.367526,5512.996009,5566.978534,4019.794771,4026.552496,5520.529866,5159.03334,5203.124062,5423.156369,6618.581797,6904.074884,6874.681811,6807.119435,6431.465618,6569.484379,6392.867119,6447.91633,7016.676564,6752.083012,5052.041666,4904.589687,6522.365368,6374.803919,6637.25282,6458.715042,5272.629799,5110.283749,6149.237758,5983.414577,6165.681228,6108.088899,5922.942681,5499.261314,4921.445418,4475.907729,5707.177499,6187.184335,6472.8761,6087.589835,5766.985781,5984.45904,5837.433083,6410.148204,6064.033311,6408.441698,5673.898572,6200.504012,7363.168476,7149.606633,8461.493662,8705.386264,8720.880116,8611.075717,7990.423956,8379.066177,7010.438645,7609.24602,8027.063598,7541.593001,8049.107093,7478.301946,8434.045589,8201.981468,6878.317381,7355.822524,6788.271135,6580.843411,7250.991312,7648.774412,7090.971372,6797.334036,7153.583018,6886.35426,7362.913825,7240.036257,6268.622257,5851.388724,5925.896557,5838.075453,6523.946275,6079.576466,6016.487763,5772.023042,5786.514495,5957.820491,5821.994933,6037.48706,8058.303171,8372.686248,7021.084318,6812.763756,7239.17295,7212.835781,6820.969506,6816.98247,7641.743911,7701.98838,8219.374976,8162.949834,7989.446164,8067.333822,7074.425772,6340.790566,7202.343369,6754.304183,7832.663978,8169.072775,6840.732782,6876.408947,7124.736837,7174.172426,6758.420674,6762.442236,7275.472493,7256.764086,7723.098471,7712.530389,8343.410574,7828.992592,9239.757843,8753.213696,8661.589057,8286.208421,8780.304664,9105.595807,8741.424369,8898.630513,8572.813132,8607.627432,8778.168943,8879.787441,7903.71748,7719.253526,8885.170229,8715.252435,9087.732115,9126.540966,8504.484111,8858.364691,7988.350894,8086.446995,9012.872738,8646.458813,7941.859039,7910.989192,8747.070938,8940.742419,8577.004139,8458.908026,8746.034816,8811.072579,7975.117554,8200.342981,8671.973535,8650,8755.498273,8513.041466,8663.35674,8469.762393,10891.08007,10898.56642,10064.79011,9529.19855,9198.131604,9829.674461,10755.02789,10923.08336,11107.71129,11217.31363,10490.05481,10758.74644,8928.535714,8796.625774,10582.70996,10430.03476,11617.06719,11258.13595,10410.8417,10803.00884,9699.67783,10108.69057,9093.438569,9173.807824,9624.123337,9916.306016,9545.417749,9323.525353,10952.79645,10694.06962,10938.72136,10886.40207,10151.38537,10244.69375,9622.207387,9936.359998,11039.95584,10948.4588,10333.01747,10554.29415,9307.725286,9609.533027,10667.64969,10443.5686,11254.91559,11501.03256,10135.9817,10047.07669,11104.19403,11353.57873,11385.6269,11248.69437,10246.06632,9979.917334,10924.4279,10801.79383,9852.474309,9788.800999,10835.3011,10578.84091,10233.43173,10273.20544,9748.781975,9706.859688,10267.33291,10142.11516,9618.796702,9334.780394,9633.405421,9471.17337,10134.50171,9876.360666,9412.060083,9085.771844,10050.99498,9673.320268,10856.73754,10819.10925,9874.335421,9478.165698,9407.045232,9404.154667,11031.48902,11024.09293,11001.19312,10993.77665,9455.752218,9504.505511,9055.833755,8919.711318,9796.364121,9534.77189,10646.038,10478.72845,10872.58594,10764.52507,10799.45022,10716.05105,10744.21356,10639.96006,10107.11383,9979.886021,9626.298614,9088.79805,10730.97153,10134.19336,11091.21274,10607.57395,10788.24592,10421.64215,10443.92766,9600.260413,9536.377719,8822.591739,9896.369284,9716.159221,9853.36237,9496.479611,10079.71354,9550.654428
